"","region_code","region_name","region_level","n_species","n_checklists"
"3181","US-IA-171","Tama","subnational2",251,737
"3182","US-IA-007","Appanoose","subnational2",247,496
"3183","US-IA-005","Allamakee","subnational2",245,1028
"3184","US-IA-041","Clay","subnational2",244,471
"3185","US-IA-109","Kossuth","subnational2",242,306
"3186","US-IA-167","Sioux","subnational2",241,825
"3187","US-IA-117","Lucas","subnational2",239,663
"3188","US-IA-077","Guthrie","subnational2",238,277
"3189","US-IA-099","Jasper","subnational2",238,1520
"3190","US-IA-043","Clayton","subnational2",237,763
"3191","US-IA-139","Muscatine","subnational2",235,643
"3192","US-IA-081","Hancock","subnational2",234,274
"3193","US-IA-073","Greene","subnational2",233,378
"3194","US-IA-189","Winnebago","subnational2",233,1108
"3195","US-IA-133","Monona","subnational2",232,382
"3196","US-IA-101","Jefferson","subnational2",231,2384
"3197","US-IA-083","Hardin","subnational2",229,387
"3198","US-IA-191","Winneshiek","subnational2",228,919
"3199","US-IA-027","Carroll","subnational2",227,597
"3200","US-IA-035","Cherokee","subnational2",223,158
"3201","US-IA-177","Van Buren","subnational2",223,524
"3202","US-IA-045","Clinton","subnational2",222,374
"3203","US-IA-121","Madison","subnational2",221,642
"3204","US-IA-127","Marshall","subnational2",220,442
"3205","US-IA-053","Decatur","subnational2",219,301
"3206","US-IA-151","Pocahontas","subnational2",217,441
"3207","US-IA-161","Sac","subnational2",215,407
"3208","US-IA-175","Union","subnational2",212,203
"3209","US-IA-185","Wayne","subnational2",211,77
"3210","US-IA-105","Jones","subnational2",209,361
"3211","US-IA-063","Emmet","subnational2",206,160
"3212","US-IA-147","Palo Alto","subnational2",205,179
"3213","US-IA-183","Washington","subnational2",205,432
"3214","US-IA-025","Calhoun","subnational2",200,407
"3215","US-IA-079","Hamilton","subnational2",200,245
"3216","US-IA-129","Mills","subnational2",200,332
"3217","US-IA-011","Benton","subnational2",199,437
"3218","US-IA-149","Plymouth","subnational2",199,284
"3219","US-IA-023","Butler","subnational2",198,407
"3220","US-IA-157","Poweshiek","subnational2",193,406
"3221","US-IA-021","Buena Vista","subnational2",192,143
"3222","US-IA-065","Fayette","subnational2",192,239
"3223","US-IA-159","Ringgold","subnational2",191,313
"3224","US-IA-031","Cedar","subnational2",190,377
"3225","US-IA-141","O'Brien","subnational2",190,217
"3226","US-IA-003","Adams","subnational2",184,62
"3227","US-IA-187","Webster","subnational2",184,190
"3228","US-IA-173","Taylor","subnational2",183,85
"3229","US-IA-019","Buchanan","subnational2",180,397
"3230","US-IA-087","Henry","subnational2",180,220
"3231","US-IA-197","Wright","subnational2",177,69
"3232","US-IA-179","Wapello","subnational2",174,150
"3233","US-IA-009","Audubon","subnational2",173,93
"3234","US-IA-119","Lyon","subnational2",173,142
"3235","US-IA-135","Monroe","subnational2",173,157
"3236","US-IA-067","Floyd","subnational2",171,190
"3237","US-IA-195","Worth","subnational2",171,230
"3238","US-IA-075","Grundy","subnational2",170,169
"3239","US-IA-055","Delaware","subnational2",166,172
"3240","US-IA-029","Cass","subnational2",161,469
"3241","US-IA-123","Mahaska","subnational2",161,118
"3242","US-IA-001","Adair","subnational2",156,226
"3243","US-IA-069","Franklin","subnational2",156,132
"3244","US-IA-107","Keokuk","subnational2",153,129
"3245","US-IA-165","Shelby","subnational2",151,132
"3246","US-IA-131","Mitchell","subnational2",150,53
"3247","US-IA-145","Page","subnational2",149,83
"3248","US-IA-089","Howard","subnational2",144,165
"3249","US-IA-143","Osceola","subnational2",141,63
"3250","US-IA-093","Ida","subnational2",139,191
"3251","US-IA-091","Humboldt","subnational2",137,41
"3252","US-IA-039","Clarke","subnational2",136,102
"3253","US-IA-037","Chickasaw","subnational2",125,79
"3254","US-IA-051","Davis","subnational2",118,72
"3255","US-IA-137","Montgomery","subnational2",117,98
"3256","US-IA-047","Crawford","subnational2",102,100
"3257","US-WY-001","Albany","subnational2",325,8736
"3258","US-WY-021","Laramie","subnational2",314,10168
"3259","US-WY-025","Natrona","subnational2",301,4332
"3260","US-WY-013","Fremont","subnational2",293,6674
"3261","US-WY-007","Carbon","subnational2",270,1736
"3262","US-WY-037","Sweetwater","subnational2",266,2210
"3263","US-WY-039","Teton","subnational2",265,12848
"3264","US-WY-029","Park","subnational2",260,8116
"3265","US-WY-011","Crook","subnational2",257,1623
"3266","US-WY-015","Goshen","subnational2",256,678
"3267","US-WY-023","Lincoln","subnational2",244,948
"3268","US-WY-033","Sheridan","subnational2",241,1686
"3269","US-WY-041","Uinta","subnational2",238,1114
"3270","US-WY-019","Johnson","subnational2",237,699
"3271","US-WY-031","Platte","subnational2",236,762
"3272","US-WY-005","Campbell","subnational2",231,519
"3273","US-WY-003","Big Horn","subnational2",230,940
"3274","US-WY-009","Converse","subnational2",222,687
"3275","US-WY-035","Sublette","subnational2",214,1025
"3276","US-WY-043","Washakie","subnational2",200,1458
"3277","US-WY-045","Weston","subnational2",183,423
"3278","US-WY-017","Hot Springs","subnational2",181,456
"3279","US-WY-027","Niobrara","subnational2",117,133
"3280","US-RI-009","Washington","subnational2",369,23904
"3281","US-RI-005","Newport","subnational2",349,16764
"3282","US-RI-007","Providence","subnational2",271,10436
"3283","US-RI-001","Bristol","subnational2",267,4245
"3284","US-RI-003","Kent","subnational2",237,4121
"3285","US-KY-111","Jefferson","subnational2",314,18994
"3286","US-KY-227","Warren","subnational2",284,882
"3287","US-KY-157","Marshall","subnational2",283,1785
"3288","US-KY-101","Henderson","subnational2",280,3968
"3289","US-KY-075","Fulton","subnational2",278,970
"3290","US-KY-199","Pulaski","subnational2",276,5209
"3291","US-KY-067","Fayette","subnational2",270,10488
"3292","US-KY-143","Lyon","subnational2",264,1253
"3293","US-KY-177","Muhlenberg","subnational2",262,786
"3294","US-KY-205","Rowan","subnational2",259,1459
"3295","US-KY-035","Calloway","subnational2",258,808
"3296","US-KY-221","Trigg","subnational2",254,1790
"3297","US-KY-151","Madison","subnational2",247,5046
"3298","US-KY-015","Boone","subnational2",246,1557
"3299","US-KY-047","Christian","subnational2",246,1115
"3300","US-KY-231","Wayne","subnational2",246,625
"3301","US-KY-225","Union","subnational2",245,520
"3302","US-KY-009","Barren","subnational2",243,1235
"3303","US-KY-001","Adair","subnational2",239,773
"3304","US-KY-093","Hardin","subnational2",230,2177
"3305","US-KY-007","Ballard","subnational2",229,160
"3306","US-KY-099","Hart","subnational2",218,1346
"3307","US-KY-207","Russell","subnational2",218,665
"3308","US-KY-167","Mercer","subnational2",217,581
"3309","US-KY-139","Livingston","subnational2",216,295
"3310","US-KY-003","Allen","subnational2",215,183
"3311","US-KY-073","Franklin","subnational2",215,1539
"3312","US-KY-107","Hopkins","subnational2",212,655
"3313","US-KY-117","Kenton","subnational2",211,1572
"3314","US-KY-185","Oldham","subnational2",211,1768
"3315","US-KY-037","Campbell","subnational2",208,1453
"3316","US-KY-029","Bullitt","subnational2",204,1553
"3317","US-KY-141","Logan","subnational2",204,425
"3318","US-KY-183","Ohio","subnational2",203,169
"3319","US-KY-203","Rockcastle","subnational2",199,218
"3320","US-KY-211","Shelby","subnational2",199,1450
"3321","US-KY-219","Todd","subnational2",198,586
"3322","US-KY-011","Bath","subnational2",197,240
"3323","US-KY-137","Lincoln","subnational2",194,272
"3324","US-KY-019","Boyd","subnational2",190,3035
"3325","US-KY-059","Daviess","subnational2",190,417
"3326","US-KY-145","McCracken","subnational2",189,500
"3327","US-KY-217","Taylor","subnational2",188,268
"3328","US-KY-113","Jessamine","subnational2",187,913
"3329","US-KY-005","Anderson","subnational2",186,515
"3330","US-KY-061","Edmonson","subnational2",186,1042
"3331","US-KY-089","Greenup","subnational2",184,296
"3332","US-KY-209","Scott","subnational2",184,578
"3333","US-KY-125","Laurel","subnational2",182,790
"3334","US-KY-021","Boyle","subnational2",174,533
"3335","US-KY-147","McCreary","subnational2",174,410
"3336","US-KY-179","Nelson","subnational2",174,937
"3337","US-KY-013","Bell","subnational2",172,226
"3338","US-KY-069","Fleming","subnational2",169,136
"3339","US-KY-165","Menifee","subnational2",166,152
"3340","US-KY-161","Mason","subnational2",163,242
"3341","US-KY-171","Monroe","subnational2",163,125
"3342","US-KY-163","Meade","subnational2",162,116
"3343","US-KY-043","Carter","subnational2",161,387
"3344","US-KY-039","Carlisle","subnational2",159,54
"3345","US-KY-045","Casey","subnational2",159,355
"3346","US-KY-123","Larue","subnational2",159,310
"3347","US-KY-057","Cumberland","subnational2",156,97
"3348","US-KY-077","Gallatin","subnational2",155,116
"3349","US-KY-053","Clinton","subnational2",153,70
"3350","US-KY-079","Garrard","subnational2",153,99
"3351","US-KY-081","Grant","subnational2",153,469
"3352","US-KY-149","McLean","subnational2",153,65
"3353","US-KY-215","Spencer","subnational2",152,281
"3354","US-KY-023","Bracken","subnational2",150,87
"3355","US-KY-235","Whitley","subnational2",149,299
"3356","US-KY-055","Crittenden","subnational2",147,80
"3357","US-KY-133","Letcher","subnational2",147,104
"3358","US-KY-239","Woodford","subnational2",147,328
"3359","US-KY-187","Owen","subnational2",146,120
"3360","US-KY-095","Harlan","subnational2",144,129
"3361","US-KY-195","Pike","subnational2",143,306
"3362","US-KY-197","Powell","subnational2",143,271
"3363","US-KY-105","Hickman","subnational2",141,54
"3364","US-KY-127","Lawrence","subnational2",141,76
"3365","US-KY-109","Jackson","subnational2",139,83
"3366","US-KY-049","Clark","subnational2",138,190
"3367","US-KY-213","Simpson","subnational2",138,94
"3368","US-KY-169","Metcalfe","subnational2",135,175
"3369","US-KY-181","Nicholas","subnational2",133,47
"3370","US-KY-041","Carroll","subnational2",131,131
"3371","US-KY-085","Grayson","subnational2",131,159
"3372","US-KY-191","Pendleton","subnational2",131,376
"3373","US-KY-083","Graves","subnational2",130,107
"3374","US-KY-103","Henry","subnational2",129,83
"3375","US-KY-237","Wolfe","subnational2",128,276
"3376","US-KY-071","Floyd","subnational2",127,61
"3377","US-KY-097","Harrison","subnational2",127,308
"3378","US-KY-115","Johnson","subnational2",127,135
"3379","US-KY-027","Breckinridge","subnational2",126,142
"3380","US-KY-135","Lewis","subnational2",126,29
"3381","US-KY-025","Breathitt","subnational2",124,38
"3382","US-KY-031","Butler","subnational2",119,20
"3383","US-KY-063","Elliott","subnational2",119,36
"3384","US-KY-201","Robertson","subnational2",119,27
"3385","US-KY-119","Knott","subnational2",115,45
"3386","US-KY-129","Lee","subnational2",115,45
"3387","US-KY-229","Washington","subnational2",112,132
"3388","US-KY-175","Morgan","subnational2",111,45
"3389","US-KY-193","Perry","subnational2",111,70
"3390","US-KY-155","Marion","subnational2",109,53
"3391","US-KY-087","Green","subnational2",106,41
"3392","US-KY-173","Montgomery","subnational2",103,75
"3393","US-KY-017","Bourbon","subnational2",101,98
"3394","US-KY-051","Clay","subnational2",97,42
"3395","US-KY-065","Estill","subnational2",96,36
"3396","US-KY-131","Leslie","subnational2",93,101
"3397","US-KY-121","Knox","subnational2",88,48
"3398","US-KY-223","Trimble","subnational2",88,37
"3399","US-KY-153","Magoffin","subnational2",82,13
"3400","US-KY-189","Owsley","subnational2",82,20
"3401","US-KY-091","Hancock","subnational2",78,21
"3402","US-KY-033","Caldwell","subnational2",77,41
"3403","US-KY-159","Martin","subnational2",71,12
"3404","US-KY-233","Webster","subnational2",45,24
"3405","US-ND-035","Grand Forks","subnational2",328,7681
"3406","US-ND-017","Cass","subnational2",309,4829
"3407","US-ND-015","Burleigh","subnational2",304,2953
"3408","US-ND-101","Ward","subnational2",287,3439
"3409","US-ND-093","Stutsman","subnational2",283,2124
"3410","US-ND-043","Kidder","subnational2",272,1735
"3411","US-ND-049","McHenry","subnational2",271,977
"3412","US-ND-061","Mountrail","subnational2",270,1484
"3413","US-ND-003","Barnes","subnational2",269,1710
"3414","US-ND-059","Morton","subnational2",266,1050
"3415","US-ND-055","McLean","subnational2",263,945
"3416","US-ND-073","Ransom","subnational2",259,754
"3417","US-ND-005","Benson","subnational2",258,487
"3418","US-ND-057","Mercer","subnational2",257,645
"3419","US-ND-071","Ramsey","subnational2",254,480
"3420","US-ND-013","Burke","subnational2",253,799
"3421","US-ND-009","Bottineau","subnational2",247,1020
"3422","US-ND-053","McKenzie","subnational2",247,1285
"3423","US-ND-089","Stark","subnational2",247,662
"3424","US-ND-007","Billings","subnational2",245,1666
"3425","US-ND-011","Bowman","subnational2",244,782
"3426","US-ND-105","Williams","subnational2",244,1792
"3427","US-ND-075","Renville","subnational2",238,250
"3428","US-ND-103","Wells","subnational2",236,179
"3429","US-ND-063","Nelson","subnational2",234,431
"3430","US-ND-091","Steele","subnational2",234,1776
"3431","US-ND-067","Pembina","subnational2",233,341
"3432","US-ND-023","Divide","subnational2",228,369
"3433","US-ND-077","Richland","subnational2",226,422
"3434","US-ND-025","Dunn","subnational2",225,618
"3435","US-ND-037","Grant","subnational2",225,308
"3436","US-ND-081","Sargent","subnational2",224,129
"3437","US-ND-031","Foster","subnational2",222,327
"3438","US-ND-099","Walsh","subnational2",216,504
"3439","US-ND-041","Hettinger","subnational2",215,195
"3440","US-ND-083","Sheridan","subnational2",215,188
"3441","US-ND-045","LaMoure","subnational2",214,174
"3442","US-ND-097","Traill","subnational2",214,681
"3443","US-ND-033","Golden Valley","subnational2",213,550
"3444","US-ND-021","Dickey","subnational2",212,313
"3445","US-ND-085","Sioux","subnational2",212,186
"3446","US-ND-079","Rolette","subnational2",210,178
"3447","US-ND-087","Slope","subnational2",206,604
"3448","US-ND-029","Emmons","subnational2",202,214
"3449","US-ND-065","Oliver","subnational2",200,222
"3450","US-ND-001","Adams","subnational2",198,162
"3451","US-ND-027","Eddy","subnational2",195,447
"3452","US-ND-069","Pierce","subnational2",190,116
"3453","US-ND-051","McIntosh","subnational2",186,200
"3454","US-ND-047","Logan","subnational2",182,76
"3455","US-ND-095","Towner","subnational2",175,93
"3456","US-ND-039","Griggs","subnational2",167,75
"3457","US-ND-019","Cavalier","subnational2",139,67
"3458","US-VT-007","Chittenden","subnational2",322,42724
"3459","US-VT-001","Addison","subnational2",321,52464
"3460","US-VT-013","Grand Isle","subnational2",299,4661
"3461","US-VT-027","Windsor","subnational2",295,39859
"3462","US-VT-011","Franklin","subnational2",289,12884
"3463","US-VT-025","Windham","subnational2",288,17943
"3464","US-VT-021","Rutland","subnational2",282,26979
"3465","US-VT-003","Bennington","subnational2",264,11386
"3466","US-VT-023","Washington","subnational2",258,16414
"3467","US-VT-017","Orange","subnational2",255,7856
"3468","US-VT-019","Orleans","subnational2",252,6775
"3469","US-VT-005","Caledonia","subnational2",226,3797
"3470","US-VT-015","Lamoille","subnational2",221,9843
"3471","US-VT-009","Essex","subnational2",216,5295
"3472","US-WV-053","Mason","subnational2",298,1087
"3473","US-WV-011","Cabell","subnational2",292,1664
"3474","US-WV-039","Kanawha","subnational2",279,7979
"3475","US-WV-061","Monongalia","subnational2",276,12398
"3476","US-WV-107","Wood","subnational2",274,1368
"3477","US-WV-037","Jefferson","subnational2",271,8411
"3478","US-WV-077","Preston","subnational2",267,7485
"3479","US-WV-003","Berkeley","subnational2",266,2224
"3480","US-WV-069","Ohio","subnational2",252,519
"3481","US-WV-093","Tucker","subnational2",252,3506
"3482","US-WV-023","Grant","subnational2",249,1738
"3483","US-WV-075","Pocahontas","subnational2",247,3127
"3484","US-WV-025","Greenbrier","subnational2",246,809
"3485","US-WV-031","Hardy","subnational2",246,2121
"3486","US-WV-083","Randolph","subnational2",246,3545
"3487","US-WV-089","Summers","subnational2",246,1520
"3488","US-WV-055","Mercer","subnational2",245,1123
"3489","US-WV-103","Wetzel","subnational2",241,1383
"3490","US-WV-099","Wayne","subnational2",238,788
"3491","US-WV-079","Putnam","subnational2",237,1388
"3492","US-WV-081","Raleigh","subnational2",235,816
"3493","US-WV-001","Barbour","subnational2",231,984
"3494","US-WV-041","Lewis","subnational2",231,1384
"3495","US-WV-019","Fayette","subnational2",226,5385
